ROUTEID,BLOCKKEY,SPEEDLIMITS_OB,DCFUNCTIONALCLASS,ADDRESS,latitude,longitude,AADT
11057912,2d501c8dd6bcb48eae2fc1d47f5628a4,25,14,"5850 MACARTHUR BOULEVARD NW WASHINGTON, DC",38.93507237,-77.11125808,11011
11025152,9895b0b96eb770eefab3e3b4df40ae80,30,14,"2950 CONNECTICUT AVENUE NW WASHINGTON, DC",38.92942855,-77.0550554,20831
11022942,a4c202c74331104ad80ae720d00713af,20,19,"5820 CHEVY CHASE PARKWAY NW WASHINGTON, DC",38.9672768,-77.07442665,0
11054922,bdff9607e4099b82d56c756c131ee594,20,19,"4000 LEGATION STREET NW WASHINGTON, DC",38.961993,-77.080441,0
11009882,d32df0029bc1d882fc35631618374a34,20,19,"1550 ALLISON STREET NW WASHINGTON, DC",38.94498028,-77.03548378,0
11064222,4439ceceea1726c06ab901127e243460,,17,"3400 NEW HAMPSHIRE AVENUE NW WASHINGTON, DC",38.9330318,-77.0268338,2950
11050892,e1fc643309f8a109ad743024821cacbd,20,16,"2950 K STREET NW WASHINGTON, DC",38.9025235,-77.0429455,0
11014202,c7bc7e67a7ac7f888a7637153102f038,20,19,"4650 BAYARD BOULEVARD NW WASHINGTON, DC",,,0
11063182,d2633b7da4a7378d82b795ca25f90424,20,19,"1850 N STREET NW WASHINGTON, DC",38.9068708,-77.0635914,0
11057332,537141b796cae75368d83c86ea596a93,20,19,"3350 LOWELL STREET NW WASHINGTON, DC",38.93245998,-77.06582773,0
11016052,64265538ae55bb2a434cc14ccfd5cb82,25,17,"4850 BLAGDEN AVENUE NW WASHINGTON, DC",38.950279,-77.03727062,4603
11039522,39aa8c7569939088d06ad1c115478c5a,20,19,"2905 GARFIELD STREET NW WASHINGTON, DC",38.9264295,-77.05802469,0
11000102,834db0e6a9bd46b6765cfdca7a141000,20,17,"850 1ST STREET NW WASHINGTON, DC",38.90076841,-77.01227041,7520
11002202,28059c2062ff3ed544e2acf49c517539,20,17,"650 22ND STREET NW WASHINGTON, DC",38.89785287,-77.04894418,2742
11064612,a62b98fe27e7e8b1d05a8a6e7cc87784,20,19,"1850 NEWTON STREET NW WASHINGTON, DC",38.93408828,-77.0429034,0
11004902,57bf90d4c82d1005f706ed626e44559a,25,17,"4410 49TH STREET NW WASHINGTON, DC",38.9467785,-77.09699829,1671
11025352,21bafd1eb3b4fe11963709ea334bee8c,25,14,"1550 CONSTITUTION AVENUE NW WASHINGTON, DC",38.892011,-77.03518,11995
11023502,3eb1c42f432f5712def8c53eafcb7a41,,12,"0 CLARA BARTON PARKWAY NW WASHINGTON, DC",38.934039,-77.114263,14431
11003802,ba77a7bc60acb54bdc42c24eb46e0259,20,19,"5202 38TH STREET NW WASHINGTON, DC",38.95781965,-77.07469589,0
11051352,2ac0f8a9a7ffd5916455d8d4e8c32f60,20,16,"5360 KANSAS AVENUE NW WASHINGTON, DC",38.9553266,-77.01582205,4719
11038352,3cc66765a6773e011e555993895cf8d9,20,19,"1450 FULLER STREET NW WASHINGTON, DC",38.92473037,-77.03507753,0
11040042,84a11d157808052a85efd6314ba06531,30,14,"3050 GEORGIA AVENUE NW WASHINGTON, DC",38.92876383,-77.02329216,13028
11011572,ac440cbee908f67a2ac2f114888ea23f,20,17,"350 ASPEN STREET NW WASHINGTON, DC",38.97226284,-77.0171769,2596
11036852,e02a5b7ccdd29c148f639d60791f0d91,25,19,"3650 FORDHAM ROAD NW WASHINGTON, DC",38.93773215,-77.10052778,0
11052062,8a532048ce0e3c686b404987173755f3,25,17,"450 KENNEDY STREET NW WASHINGTON, DC",38.95639492,-77.0188614,0
11002302,6ef1f87ee98f82ff045687e282e40a1e,,14,"1050 23RD STREET NW WASHINGTON, DC",38.90341097,-77.05021531,0
11040492,1a7b1fe7941a209beb13e37b2d434b82,20,19,"4939 GLENBROOK ROAD NW WASHINGTON, DC",38.93603998,-77.09755576,0
11020992,26d87368b901d5159222e8749348dfab,20,17,"3750 CATHEDRAL AVENUE NW WASHINGTON, DC",38.92894534,-77.07418384,0
11000902,588decd95e00de9e9aab497c69e996c1,25,16,"1660 9TH STREET NW WASHINGTON, DC",38.91222088,-77.02407,12395
11031202,6fb3a5c2c9cb71ff87e01870f69f1dd2,20,14,"19 DUPONT CIRCLE NW WASHINGTON, DC",38.9104537,-77.0435115,28284
11057912,c04fe02603abbebf0d4ee5e9bdc5aa3d,20,14,"4454 MACARTHUR BOULEVARD NW WASHINGTON, DC",38.9075897,-77.08339032,6907
11061362,d4411cb1facd811306e23e95faa1ab89,25,14,"709 MISSOURI AVENUE NW WASHINGTON, DC",38.95913189,-77.02264685,13883
11049922,a8a0c07785779745d4ffd8254d8ccb5c,20,19,"1000 JEFFERSON STREET NW WASHINGTON, DC",38.9551085,-77.02624186,0
11001402,b143ef6ca213bf5a7c3fad9f400c5aa6,25,16,"3462 14TH STREET NW WASHINGTON, DC",38.9329066,-77.0330142,9368
11057912,96b0dd48dd76be2a63f0e5c5851014d9,20,14,"4540 MACARTHUR BOULEVARD NW WASHINGTON, DC",38.90873585,-77.08653273,6907
11026522,911314ad1489379aebf324babf16942a,20,19,"850 CRITTENDEN STREET NW WASHINGTON, DC",38.94716938,-77.02447136,0
11036722,66dc44787a00a0be5719ed07955f9338,25,14,"401 FLORIDA AVENUE NW WASHINGTON, DC",38.914339,-77.017152,20539
11040042,c6fe9a75dc018543d247595c7cbbdf9f,30,14,"6150 GEORGIA AVENUE NW WASHINGTON, DC",38.96437821,-77.02786103,17346
11048422,381e8348b4a6679bc189d4920416e7bc,20,19,"1350 INGRAHAM STREET NW WASHINGTON, DC",38.9538185,-77.03248682,0
11041342,3ae7aaf8d7d5949231f457c1ae821df6,20,16,"14 GRANT CIRCLE NW WASHINGTON, DC",38.94347755,-77.01841141,5322
11001802,996c2e97e6b5d40715b37064f2034635,20,19,"3178 18TH STREET NW WASHINGTON, DC",38.93102652,-77.04140049,0
11010852,1356a2200fd8df65e57d26f057bd9413,20,19,"3850 ARGYLE TERRACE NW WASHINGTON, DC",38.93855529,-77.04440573,0
11057912,93ad5f714a507b8e4f07980f019b141b,25,14,"5005 MACARTHUR BOULEVARD NW WASHINGTON, DC",38.92312557,-77.1000014,11011
11042442,b27778ebfe49ee66020389e5018688c2,25,16,"1250 H STREET NW WASHINGTON, DC",38.899573,-77.029305,0
11068382,9cf8ece479db4492908341156b47bcb2,25,17,"1250 P STREET NW WASHINGTON, DC",38.90956085,-77.02849565,3216
11030942,72165b5d928be0e8d99bf17d8ca2e7a1,20,19,"1550 DUMBARTON ROCK COURT NW WASHINGTON, DC",38.90952716,-77.06090804,0
11001402,8d0a7c31ccd0aab8cfc44065cb609e9f,25,16,"5450 14TH STREET NW WASHINGTON, DC",38.95557885,-77.03351152,10494
11027492,2a706d9b3031da1ba92ec1e138d72850,15,19,"3100 DAVENPORT STREET NW WASHINGTON, DC",38.951767,-77.06341526,0
11018392,1eb5a681e5f952dea3b289f2a2d2f555,20,19,"3350 BROWN STREET NW WASHINGTON, DC",38.9345096,-77.0374954,0
11004202,42667a890863326f2bded2c85070bdc8,25,19,"2750 42ND STREET NW WASHINGTON, DC",38.92538872,-77.08153867,0
11001802,d82cef229163d53c6dc0f728865ec943,25,16,"2250 18TH STREET NW WASHINGTON, DC",38.91920528,-77.04178582,7570
11003102,6274e087ee1d0d448ed5658809e3e017,20,19,"2650 31ST STREET NW WASHINGTON, DC",38.92410946,-77.06192595,0
11004002,1b54f204fefbc5102c46d2ef6f45952c,20,19,"2400 40TH STREET NW WASHINGTON, DC",38.92162368,-77.07887591,0
11014452,c319f4848c913c1f17bf7fcd38e7cf13,20,19,"1604 BEEKMAN PLACE NW WASHINGTON, DC",38.9199598,-77.03684347,0
11067142,26d97fc9f74892ea0330b56cd9ec4566,20,19,"3150 OLIVER STREET NW WASHINGTON, DC",38.9666337,-77.06261591,0
11063182,d65dd3ca854a72f78c5488c3567e6936,20,19,"2350 N STREET NW WASHINGTON, DC",38.90716255,-77.0507611,0
11059602,5fd67d0732b3348f3cc0ce75018c6970,25,14,"2573 MASSACHUSETTS AVENUE NW WASHINGTON, DC",38.91634608,-77.05623673,0
11002002,ecbada6bea27549f54bdd065374d2a35,20,16,"550 20TH STREET NW WASHINGTON, DC",38.89668635,-77.04501751,6366
11003132,a06d98b83e61fb96e8292a983761b32f,20,19,"6460 31ST PLACE NW WASHINGTON, DC",38.97479378,-77.05911736,0
11054732,d7f0b4b6603e9212f21a56b8230ee4e5,20,19,"1500 LEEGATE ROAD NW WASHINGTON, DC",38.98691459,-77.0348973,0
11050112,15c246c972da234a8ecd17281a0d9867,20,19,"3950 JOCELYN STREET NW WASHINGTON, DC",38.959603,-77.07813188,0
11003002,d821a8ba4599501c3652b6f48c99d749,20,19,"2509 30TH STREET NW WASHINGTON, DC",38.9202805,-77.05911539,0
11001002,5489f24a8e93229d4f7da97559b577e0,,17,"1710 10TH STREET NW WASHINGTON, DC",38.91305405,-77.02623589,240
11031332,bd41464dcf7e07d597655c6578303ea6,20,16,"150 E STREET NW WASHINGTON, DC",38.89604178,-77.01292053,5106
11059602,f5258e35b8679e06c67e4937a57cf38e,30,14,"4750 MASSACHUSETTS AVENUE NW WASHINGTON, DC",38.9435841,-77.09382207,14958
11000802,9234d16847a1e1ec274488bb855772eb,20,19,"2300 8TH STREET NW WASHINGTON, DC",38.9529231,-77.0238701,0
11001402,29b7b4a8d5d9272ab9232072ac92eb32,25,16,"6250 14TH STREET NW WASHINGTON, DC",38.96578871,-77.033522,10494
11004032,de230fbe82e0fd70e4969e10f1daf864,,19,"2365 40TH PLACE NW WASHINGTON, DC",38.92224911,-77.07965,0
11061942,99f5a8519df9b5d075776c50be3a37aa,20,19,"7650 MORNINGSIDE DRIVE NW WASHINGTON, DC",38.98272685,-77.03175527,0
11053492,1139c57f4f6855aa65317192e00a3694,,16,"1460 L STREET NW WASHINGTON, DC",38.9037495,-77.0550979,0
11002002,6ddaf7175ab29c730ecf342c3aea7a96,25,19,"1505 20TH STREET NW WASHINGTON, DC",38.9102951,-77.04477697,0
11000402,b5d41bea9a8d9bc8d17e7d3d1753eebf,20,17,"6960 4TH STREET NW WASHINGTON, DC",38.97412022,-77.01813633,728
11000602,fd89a63ae74ebcb7c3f47dd1c9638fe6,20,16,"850 6TH STREET NW WASHINGTON, DC",38.90034776,-77.02001149,19731
11064092,49f187be11664cb065bf92a51233de74,20,19,"3775 NEWARK STREET NW WASHINGTON, DC",38.9340996,-77.1117374,0
11004802,d42cd5a610c818b70031b7c3594fa06d,20,19,"4511 48TH STREET NW WASHINGTON, DC",38.948356,-77.0942305,0
11001202,458eb668d3ffc3dbe93633461bec4da8,,19,"150 12TH STREET NW WASHINGTON, DC",38.966275,-77.02848,0
11038612,269a2d2ed7f032d2bc50a8a241adb2a0,20,17,"2250 G STREET NW WASHINGTON, DC",38.89823933,-77.04949207,3190
11001302,4118b445242d592c76c27fc2f678deee,25,16,"4860 13TH STREET NW WASHINGTON, DC",38.94886449,-77.029804,8253
11031202,d3f2961eff12e85a8eed21643e95c1c0,20,14,"21 DUPONT CIRCLE NW WASHINGTON, DC",38.90888225,-77.04376949,28284
11026782,04b5d16c2cfa663f97a3aa667a1314a5,20,19,"3724 CUMBERLAND STREET NW WASHINGTON, DC",38.9512544,-77.0726849,0
11003802,c9fb18eeee7f3708bc04c9130787daa9,20,19,"2750 38TH STREET NW WASHINGTON, DC",38.92592858,-77.07451054,0
11040042,fbd8ae3736fcb2e5a5cb19c82f84b698,30,14,"5150 GEORGIA AVENUE NW WASHINGTON, DC",38.95238659,-77.02760361,18084
11024632,d06a8d00a5fa1911266804ddaf7aaf30,20,17,"450 COLUMBIA ROAD NW WASHINGTON, DC",38.92878916,-77.01868203,168
11065262,af244b70f4e010eb062f4e60272222ef,20,19,"2556 NORTHAMPTON STREET NW WASHINGTON, DC",38.96732882,-77.0547326,0
11064142B,d6fb0c04fa23b01ae5df1436f76fd118,20,19,"0 NEWCOMB PLACE NW WASHINGTON, DC",,,0
11000702,3dfc6f9f2bdacf11a98447ab31c286f2,20,19,"7150 7TH STREET NW WASHINGTON, DC",38.97656155,-77.023045,0
11002402,ec68f003210e841b6c34b5f899c93a15,20,19,"1750 24TH STREET NW WASHINGTON, DC",38.91386038,-77.05270494,0
11036922,2d98cd6b4898ef466144546f2a4d2611,20,19,"4350 FOREST LANE NW WASHINGTON, DC",38.92661458,-77.08529554,0
11004302,be54e73f986e4e708fb5202903391e81,20,19,"4650 43RD STREET NW WASHINGTON, DC",38.95037376,-77.08388722,0
11049082,6c446a033b31d9520bf29a66676cd8de,20,19,"3906 IVY TERRACE COURT NW WASHINGTON, DC",38.91586789,-77.07731549,0
11004302,d30d33a46798fafb292dd8dc5dfa4423,20,19,"4308 43RD STREET NW WASHINGTON, DC",38.94524467,-77.08388933,0
11000902,2b035c08b078f617f4e66da1ea5d878d,25,16,"1150 9TH STREET NW WASHINGTON, DC",38.90492806,-77.02404805,12395
11037572,4b5f635520152d09c6a5199bce74850b,20,19,"1450 FORT STEVENS DRIVE NW WASHINGTON, DC",38.96399845,-77.03406971,0
11061362,b80f60fa011b5f6b1468dae3604bef58,20,14,"228 MISSOURI AVENUE NW WASHINGTON, DC",38.95683017,-77.01506178,13883
11053492,6598bacdc8ea533850e6314a027e6dce,20,19,"150 L STREET NW WASHINGTON, DC",38.903658,-77.01350549,0
11031982,e4f1c087ed9d698d8497657515baaedd,25,17,"7450 EASTERN AVENUE NW WASHINGTON, DC",38.98152459,-77.02282108,0
11001102,fcf519654a03116a84e00cdf1545c10f,20,16,"1046 11TH STREET NW WASHINGTON, DC",38.90310268,-77.02714158,6890
11003602,05b0e26cc87c03741960ead2548238c6,20,19,"1750 36TH STREET NW WASHINGTON, DC",38.91407323,-77.07123756,0
11000702,6e175cb36800a6b64399718dd82c0acd,20,14,"550 7TH STREET NW WASHINGTON, DC",38.89671317,-77.02202,10946
11003202,8a487b22c2a73747e0cfa2bbbf30f462,20,19,"6470 32ND STREET NW WASHINGTON, DC",38.97463444,-77.06155491,0
11009422,acfc5fcd9e5f169e0d27a6a68de5e764,,16,"7850 ALASKA AVENUE NW WASHINGTON, DC",38.98418053,-77.0267756,3565
11001602,ed83e203500872414f8ed8d8cd006e71,30,14,"8028 16TH STREET NW WASHINGTON, DC",38.9716895,-77.0364176,19071
11000702,501d6246409922a479181cbcef5a4590,20,19,"5705 7TH STREET NW WASHINGTON, DC",38.95869127,-77.02252622,0
11036852,794e297feed3b9439559eec9347b0a5e,20,19,"4350 FORDHAM ROAD NW WASHINGTON, DC",38.944392,-77.09622704,0
11004502,2b3689afc2704d023547b682028faf6d,20,19,"5056 45TH STREET NW WASHINGTON, DC",38.95567986,-77.08873186,0
11050892,2c8bc14d0e8a77a9f5e640da22168cee,20,14,"1150 K STREET NW WASHINGTON, DC",38.90244008,-77.02756339,0
11010072,4219b025bbf9c75c6d77ed39afcc30cf,20,19,"3950 ALTON PLACE NW WASHINGTON, DC",38.94700928,-77.07755692,0
11044202,f8482a5b148ff3332f1dd2f44246b5f0,20,19,"1355 HEMLOCK STREET NW WASHINGTON, DC",38.98143409,-77.03188063,0
11063182,b83386f02536d27079341759f400231e,20,19,"2850 N STREET NW WASHINGTON, DC",38.90677365,-77.05760222,0
11063182,971a6c813dc163fad3c163507e653f82,20,19,"2750 N STREET NW WASHINGTON, DC",38.90678639,-77.05643714,0
11034842,d55af63709a15bf067cf8a2b677bb1fa,20,19,"50 FARRAGUT PLACE NW WASHINGTON, DC",38.95176315,-77.01024355,0
11025152,22376d15f4af95b2c802927986f17e58,25,14,"0  WASHINGTON, DC",38.8950368,-77.0365427,21119
11047772,2dbfd9c1c7aaf96ace316af0da973370,20,19,"2450 I STREET NW WASHINGTON, DC",38.90061204,-77.05257833,0
11002402,ca34744987ac631b11cbaa3e04a52672,20,17,"650 24TH STREET NW WASHINGTON, DC",38.89811587,-77.05132476,2742
11020022,1de7d81850bf9cf65bf9cae00a1233ae,25,16,"2599 CALVERT STREET NW WASHINGTON, DC",38.92344769,-77.0545695,10030
11002402,85b3ddf263cd991a9617fb9045b6a2cd,20,17,"845 24TH STREET NW WASHINGTON, DC",38.90009131,-77.05131628,2742
11003602,a1e31e6452cdd08598b2cb2a42fed7cc,20,19,"2855 36TH STREET NW WASHINGTON, DC",38.92659579,-77.070988,0
11000802,4b80f6325dccf8f6f82d40b57cbf1b3c,20,19,"7550 8TH STREET NW WASHINGTON, DC",38.9822301,-77.0247173,0
11001902,0974836c629de603c2f34c5cf8077aa7,20,19,"1710 19TH STREET NW WASHINGTON, DC",38.91304215,-77.04370596,0
11002902,4f2f8afc8fdf60ffe4e884babbd08a06,20,19,"6265 29TH STREET NW WASHINGTON, DC",38.9716285,-77.0574265,0
11032762,e63aaeb9313f1b4b84681656c348297c,30,19,"3036 ELLICOTT STREET NW WASHINGTON, DC",38.953387,-77.06228077,0
11057912,6fbba40616ca1c309bac1831cf31fdad,25,14,"5149 MACARTHUR BOULEVARD NW WASHINGTON, DC",38.92610415,-77.10217016,11011
11057942,580e0cfa8539a884f05941a8d067650e,20,19,"5250 MACARTHUR TERRACE NW WASHINGTON, DC",38.92851077,-77.10422331,0
11003432,123e072ce1a36b145c19dd42816e48c8,20,19,"2850 34TH PLACE NW WASHINGTON, DC",38.92686569,-77.06760945,0
11001702,d4d938e9c54b7bdf2cc5ce7049c6ad27,20,19,"4550 17TH STREET NW WASHINGTON, DC",38.94632941,-77.03891515,0
11010852,97d108dc6c022c36e25bbe35c621d432,20,19,"3950 ARGYLE TERRACE NW WASHINGTON, DC",38.93932352,-77.04377315,0
11044262,70ab879296df1a57a0f44739246d1002,25,14,"100 HENRY BACON DRIVE NW WASHINGTON, DC",38.891955,-77.0480695,9548
11003802,2990d4b39aba2801918a028ec659cf6c,20,19,"3550 38TH STREET NW WASHINGTON, DC",38.93714702,-77.07601647,0
11018782,4d9eb48c2b5386e006d83773df5ef55b,20,19,"775 BUCHANAN STREET NW WASHINGTON, DC",38.94630087,-77.02326353,0
11025932,6131c4fc7f112da8732472ac3c274b2f,,19,"1850 CORCORAN STREET NW WASHINGTON, DC",38.91178562,-77.0425638,0
11025152,f5ac54e8ace30e5189d8fa86736393ad,30,14,"4906 CONNECTICUT AVENUE NW WASHINGTON, DC",38.9544218,-77.06958896,23019
11064542,caad8e003777e06b34cbf5aacaccf4f8,,19,"550 NEWTON PLACE NW WASHINGTON, DC",38.93371473,-77.02203776,0
11060122,a5d5dee46aaf2942023c3d63370376b7,25,17,"4017 MCKINLEY STREET NW WASHINGTON, DC",38.964906,-77.059285,3059
11045692,d5867302854d8961a53732631d8f2b43,,19,"1752 HOBAN ROAD NW WASHINGTON, DC",38.91367337,-77.08332513,0
11046082,5a2fe01241fde46257c0adfde5f1e3d5,20,19,"1650 HOLLY STREET NW WASHINGTON, DC",38.98085116,-77.03709859,0
11025152,6c175aced1d00ccdb7c068b8d2e9d345,,14,"5775 CONNECTICUT AVENUE NW WASHINGTON, DC",38.96658728,-77.07643341,24213
11003602,01af75cab29b8c189c9dc91763694d4b,20,19,"2805 36TH STREET NW WASHINGTON, DC",38.92633507,-77.070988,0
11000502,efb366f511980cb045dfd354ef9e894a,20,17,"1045 5TH STREET NW WASHINGTON, DC",38.9030247,-77.0187634,4573
11047902,c32fdbcffa463802112faa5b61e65a3e,25,17,"5202 ILLINOIS AVENUE NW WASHINGTON, DC",38.9531451,-77.0258546,0
11036722,dc8676268bd7e990c046db1cce0270b8,20,16,"1224 FLORIDA AVENUE NW WASHINGTON, DC",38.9205992,-77.02845784,8396
11061362,a5fdba7f866a1680cc77ffff34510ee2,20,14,"13 MISSOURI AVENUE NW WASHINGTON, DC",38.95502368,-77.00955514,13883
11001402,bba5552a35b6dad551182ac9815ba800,20,16,"2050 14TH STREET NW WASHINGTON, DC",38.91756435,-77.032054,14890
11064092,dc4780a7837409b239aaf4f8818de942,20,19,"3200 NEWARK STREET NW WASHINGTON, DC",38.9340996,-77.1117374,0
11013652,bd2e41ec7b07519fef62911591daef34,20,17,"925 BARRY PLACE NW WASHINGTON, DC",38.92082596,-77.02443728,3947
11002802,896592466e22ee4842be568e9ac17171,20,17,"1550 28TH STREET NW WASHINGTON, DC",38.90995213,-77.05723448,5755
11025152,41da141f12a14be80166c01600540f18,30,14,"4450 CONNECTICUT AVENUE NW WASHINGTON, DC",38.94729007,-77.06544355,23019
11024502,5ea16a3fe7e18814609d5e3e1327a97e,20,19,"4750 COLORADO AVENUE NW WASHINGTON, DC",38.9486208,-77.04114144,0
11000102,6940132bbde170648de51b7829d84a97,25,17,"1760 1ST STREET NW WASHINGTON, DC",38.91372133,-77.01226,7520
11004012,e1d0e6fd7f6a5a256a34ee40879ce989,20,19,"950 4 1/2 STREET NW WASHINGTON, DC",,,0
11045692,747e41653c9834836c5299a4318a1a92,,19,"4550 HOBAN ROAD NW WASHINGTON, DC",38.9141619,-77.08526906,0
11002702,21be9a28d6283e6051d535cd5e39bb80,20,17,"5550 27TH STREET NW WASHINGTON, DC",38.96342502,-77.05629668,2853
11028212,08a44c4e9d6d27de4275456bfab915e6,20,19,"1351 DECATUR STREET NW WASHINGTON, DC",38.94834644,-77.03094454,0
11001402,f217f5fbccb8b5787492be2131bd04a7,25,16,"3200 14TH STREET NW WASHINGTON, DC",38.9298383,-77.0332938,10503
11003802,82e2352698c05ed44a7de5c1a22a851f,20,19,"5125 38TH STREET NW WASHINGTON, DC",38.9557461,-77.074488,0
11022552,49010d781f1353fc44982fcb273d8931,20,19,"4450 CHESAPEAKE STREET NW WASHINGTON, DC",38.950959,-77.08743904,0
11000402,937c000cef65faf4526fad7ee64b19ee,,17,"550 4TH STREET NW WASHINGTON, DC",38.89674633,-77.01628245,0
11032762,de631b22bd0e5ef251d021507faeb2cb,30,19,"3250 ELLICOTT STREET NW WASHINGTON, DC",38.953224,-77.06649995,0
11059602,9b854a8f98f07321dc474d87dc448ecd,20,14,"476 MASSACHUSETTS AVENUE NW WASHINGTON, DC",38.9006517,-77.0178202,20648
11024502,4ee235cbe6bdf83866adc4fb9984f4b0,25,17,"5100 COLORADO AVENUE NW WASHINGTON, DC",38.95281493,-77.03627575,2253
11003902,4d4b686c6e157a5c9f076355078ee4be,30,19,"4527 39TH STREET NW WASHINGTON, DC",38.94798679,-77.07692654,0
11020022,152b4bfbdab54dc8d04a49c2ac7afd0f,25,16,"1850 CALVERT STREET NW WASHINGTON, DC",38.92315616,-77.04403492,10002
11019692,65b8927313ef29754281dbab711e0b92,20,19,"4950 BUTTERWORTH PLACE NW WASHINGTON, DC",38.94871886,-77.09866438,0
11043742,79922f95e8a27b3a7f45baa56de0eb57,,16,"1550 HARVARD STREET NW WASHINGTON, DC",38.92622559,-77.03598378,9488
11001102,ebbb211a746c24215c03c27a4f143d77,20,16,"750 11TH STREET NW WASHINGTON, DC",38.89907886,-77.02713802,6890
11041922,d2b83be80973b1c7ac186b7a10cb3e53,20,19,"3450 GREENVALE STREET NW WASHINGTON, DC",38.981723,-77.056972,0
11000302,c1bd4210794ec164abe1724a305a31b2,25,17,"6650 3RD STREET NW WASHINGTON, DC",38.97061171,-77.01625561,2199
11001402,e68851181cd5381464ba41cde544bbc5,25,16,"3456 14TH STREET NW WASHINGTON, DC",38.9326419,-77.0330221,9368
11000302,4cb5ba2ff947bbbb82770ea071f63ae3,25,17,"6450 3RD STREET NW WASHINGTON, DC",38.96796918,-77.01627398,2199
11004402,418647d160d973d0756ecdfbc80f9f53,20,19,"1522 44TH STREET NW WASHINGTON, DC",38.9093543,-77.08055306,0
11032762,6b2d23aacd8d24126d1a6532da577738,30,19,"3125 ELLICOTT STREET NW WASHINGTON, DC",38.95338854,-77.06325288,0
11018782,c1b6c599a1b7d121281c18749f0b02d4,20,19,"725 BUCHANAN STREET NW WASHINGTON, DC",38.94630773,-77.02298952,0
11040042,bc21c26622cd6f0fcf74c4c452c6a594,30,14,"3750 GEORGIA AVENUE NW WASHINGTON, DC",38.93701563,-77.02450851,20712
11043552,c0c95e15f7c2a2672577d9ccb5878182,30,19,"4350 HARRISON STREET NW WASHINGTON, DC",38.95695676,-77.08493522,0
11064092,62ff9b5c4107281ffdaf5eff3c1ae618,20,19,"3650 NEWARK STREET NW WASHINGTON, DC",38.9340996,-77.1117374,0
11060642,24731a0b0d985bb7a53b188f5e7115c6,25,14,"2850 MILITARY ROAD NW WASHINGTON, DC",38.9609301,-77.0581173,21457
11000402,10bfa691054eea824101cbe56e7764d3,20,19,"1213 4TH STREET NW WASHINGTON, DC",38.90604448,-77.01606803,0
11068382,f010c588697f63e14ad821757c97697f,15,19,"3450 P STREET NW WASHINGTON, DC",38.90865148,-77.06846347,0
11003902,c8aa15eab4b41d62e6f7da44ac9e5394,20,19,"5101 39TH STREET NW WASHINGTON, DC",38.9557309,-77.07685131,0
11064222,060930c8df8efa8bee4ad160b4802fbb,25,16,"1353 NEW HAMPSHIRE AVENUE NW WASHINGTON, DC",38.9082674,-77.04459789,6701
11021842,255f7e33b86c4884521d5a21dd55d2ff,20,19,"2550 CHAMPLAIN STREET NW WASHINGTON, DC",38.92329343,-77.04150112,0
11031332,c02e1132dba695464040414a7977bd2a,20,16,"25 E STREET NW WASHINGTON, DC",38.89620425,-77.01021365,5106
11000302,ae7e1d1d08250e3456ddbdade9c19700,20,14,"122 3RD STREET NW WASHINGTON, DC",38.89105747,-77.0152912,11155
11052062,45e32971347c5986efb93ac09f9af1a6,20,17,"218 KENNEDY STREET NW WASHINGTON, DC",38.95647206,-77.01412942,2628
11003402,22a9010734c0b60dcb01ed3356481fb9,,17,"1622 34TH STREET NW WASHINGTON, DC",38.91132635,-77.06808552,0
11001602,f47ccd7dfd75208fa0cdde98d12eab70,30,14,"5697 16TH STREET NW WASHINGTON, DC",38.95821659,-77.036287,24429
11002702,d354eaa2af7be87beaf46586fb45351d,20,19,"3350 27TH STREET NW WASHINGTON, DC",38.93388106,-77.05539904,0
11053492,e01d83d69604ff8a813636a87c2b007f,,16,"1950 L STREET NW WASHINGTON, DC",38.90366005,-77.04418651,0
11058482,87a6567999df8fa3e0acca7516b46ade,20,19,"1500 MAIN DRIVE NW WASHINGTON, DC",38.973329,-77.035421,0
11026912,c96a9cb02942f750368d28d4953a49f2,20,17,"550 D STREET NW WASHINGTON, DC",38.89471059,-77.01942116,0
11024312,d8953497b0ee6bd50a2dbf56d0a93ef9,20,19,"1860 CLYDESDALE PLACE NW WASHINGTON, DC",38.92498875,-77.04441864,0
11067142,17b72f8b721e570dad51742fa6248174,20,19,"3839 OLIVER STREET NW WASHINGTON, DC",38.96631863,-77.0771875,0
11058372,e497b59b03e3b4b9deac60d0186ec702,,19,"610 MADISON STREET NW WASHINGTON, DC",38.9583497,-77.02160647,0
11003902,c0b2a6fd6f736af8459a7daedc780180,20,19,"2150 39TH STREET NW WASHINGTON, DC",38.91896037,-77.077156,0
11064222,e6430f7a3064b8562880864a9d02fcdf,25,16,"1450 NEW HAMPSHIRE AVENUE NW WASHINGTON, DC",38.90890997,-77.04425857,6701
11063762,2a66d841f471af18bb99b0bf09157225,25,17,"5512 NEBRASKA AVENUE NW WASHINGTON, DC",38.964141,-77.063601,5163
11039522,43bb1bc35dba645bbbfbf7150a06f4f7,25,17,"3657 GARFIELD STREET NW WASHINGTON, DC",38.927611,-77.07266043,7832
11001802,9b59d8236aeafbeed4d95d2d0e83c720,20,16,"450 18TH STREET NW WASHINGTON, DC",38.89487957,-77.04183287,5830
11040042,bff6dadc260b6cacca26d2cfa11edfbc,30,14,"5250 GEORGIA AVENUE NW WASHINGTON, DC",38.953495,-77.02775631,18084
